0.0879,0.0859,0.0430,0.0025,Sinai
0.0649,0.0437,0.0072,0.0021,Sinai
0.0418,0.0439,0.0336,0.0103,Sinai
0.0441,0.0616,0.0383,0.0124,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.0473,0.0567,0.0296,0.0015,Sinai
0.0024,0.0050,0.0325,0.0132,Sinai
0.3778,0.0301,0.0139,0.0236,Sinai
0.0485,0.0891,0.0619,0.0218,Sinai
0.0789,0.0658,0.0046,0.0558,Sinai
0.0340,0.0319,0.0300,0.0065,Sinai
0.0501,0.0611,0.0306,0.0103,Sinai
0.0679,0.0261,0.0077,0.0114,Sinai
0.0574,0.2539,0.4705,0.0010,Sinai
0.0394,0.0682,0.0361,0.0136,Sinai
0.4537,0.0423,0.0202,0.0468,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.0133,0.0267,0.0316,0.0449,Sinai
0.0516,0.1221,0.0051,0.0675,Sinai
0.1141,0.1187,0.0623,0.0041,Sinai
0.0329,0.0359,0.0031,0.0126,Sinai
0.0375,0.0222,0.0067,0.0104,Sinai
0.0413,0.0343,0.0265,0.0012,Sinai
0.0213,0.0264,0.0241,0.0145,Sinai
0.0660,0.0929,0.0639,0.0151,Sinai
0.0703,0.0498,0.0079,0.0073,Sinai
0.0154,0.0112,0.0087,0.0125,Sinai
0.0525,0.0010,0.0164,0.0180,Sinai
0.0098,0.0225,0.0305,0.0011,Sinai
0.0563,0.1279,0.0411,0.0167,Sinai
0.0779,0.1594,0.0362,0.0367,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.2831,0.0277,0.0118,0.0134,Sinai
0.0617,0.0665,0.0372,0.0045,Sinai
0.0260,0.0263,0.0051,0.0079,Sinai
0.0395,0.0434,0.0050,0.0095,Sinai
0.0928,0.0920,0.0468,0.0023,Sinai
0.0864,0.1485,0.0405,0.0109,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.0634,0.0456,0.0298,0.0014,Sinai
0.0427,0.0482,0.0276,0.0053,Sinai
0.0504,0.0708,0.0373,0.0121,Sinai
0.0000,0.0444,0.0211,0.0023,Sinai
0.0573,0.0089,0.0064,0.0045,Sinai
0.0196,0.0350,0.0033,0.0313,Sinai
0.0380,0.0116,0.0175,0.0198,Sinai
0.1005,0.1588,0.0043,0.0176,Sinai
0.0537,0.0463,0.0022,0.0113,Sinai
0.0233,0.0325,0.0167,0.0164,Sinai
0.0522,0.0524,0.0306,0.0087,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.1098,0.0922,0.0876,0.0751,Sinai
0.0784,0.0696,0.0364,0.0022,Sinai
0.0562,0.0288,0.0183,0.0138,Sinai
0.0216,0.0333,0.0209,0.0058,Sinai
0.0410,0.0706,0.0383,0.0154,Sinai
0.0523,0.0526,0.0358,0.0062,Sinai
0.1387,0.0458,0.0340,0.1436,Sinai
0.0558,0.0427,0.0251,0.0017,Sinai
0.0530,0.3244,0.0768,0.7505,Sinai
0.0398,0.0513,0.0317,0.0042,Sinai
0.0723,0.0591,0.0000,0.0106,Sinai
0.0581,0.0526,0.0267,0.0065,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.2936,0.0257,0.0281,0.0201,Sinai
0.0458,0.0616,0.0374,0.0054,Sinai
0.0455,0.0787,0.0407,0.0152,Sinai
0.0155,0.3141,0.8431,0.0026,Sinai
0.1939,0.0652,0.1516,0.2037,Sinai
0.0048,0.0019,0.0085,0.0300,Sinai
0.0469,0.0418,0.0251,0.0042,Sinai
0.0817,0.0881,0.0509,0.0082,Sinai
0.0755,0.0725,0.0544,0.0582,Sinai
0.0454,0.0632,0.0331,0.0067,Sinai
0.0025,0.0619,0.0114,0.0125,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.0140,0.0130,0.0091,0.0006,Sinai
0.0626,0.2240,0.0818,0.0233,Sinai
0.0618,0.0775,0.0234,0.0396,Sinai
0.0779,0.0491,0.0141,0.0369,Sinai
0.0410,0.0613,0.0312,0.0039,Sinai
0.0327,0.1129,0.0032,0.0946,Sinai
0.2558,0.0182,0.0043,0.0113,Sinai
0.3474,0.0115,0.0153,0.0202,Sinai
0.0761,0.0587,0.0074,0.0098,Sinai
0.0879,0.0859,0.0430,0.0025,Sinai
0.4140,0.0044,0.0182,0.0345,Sinai
0.3059,0.0357,0.0030,0.0277,Sinai
0.0741,0.0504,0.0058,0.0324,Sinai
0.0476,0.0462,0.0316,0.0076,Sinai
0.0178,0.1218,0.0313,0.0736,Sinai
0.1262,0.6891,0.2491,0.4727,Sinai
0.0154,0.2666,0.0699,0.0375,Sinai
0.4378,0.0151,0.0064,0.0257,Sinai
0.0051,0.0128,0.0232,0.0434,Sinai
